ligand,ID,CAN SMILES,SMILES,P in rings,diff R,Formula:Formula,MolWt:MWt,AtomCount:nAtom,RotatableBondsCount:nRotB,Virtual,Chiral,diast,diast,PH,PB,PC,PN,PO,PF,PSi,PS,PC3,PAr3,CPN,CPO,P[N]3,P(OR)3,Phosphoramidite,PON2,PXY,,rkey,[Fe],Buchwald 1,Buchwald 2,PPhR2,Cy2PR,Cy checked?,Pkey,WuPhos,CAS PR3,COM,sigma_and_strem
"P(2,4Cl2Ph)2(4(TMSCH2CH2O2C)Ph)",00001247,C[Si](C)(C)CCOC(=O)c1ccc(P(c2ccc(Cl)cc2Cl)c2ccc(Cl)cc2Cl)cc1,Clc1cc(Cl)c(P(c2ccc(C(OCC[Si](C)(C)C)=O)cc2)c3c(Cl)cc(Cl)cc3)cc1,0,2,C24H23Cl4O2PSi,544,55,8,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,,0,0,0,,0,,not on scifinder,0,#REF!
homo-PhEt-Me4XPhos,00001248,Cc1c(C)c(C)c(P([C@H](C)c2ccccc2)[C@H](C)c2ccccc2)c(-c2c(C(C)C)cc(C(C)C)cc2C(C)C)c1C,Cc1c(C)c(C)c(P([C@H](C)c2ccccc2)[C@H](C)c2ccccc2)c(-c2c(C(C)C)cc(C(C)C)cc2C(C)C)c1C,0,2,C41H53P,577,95,9,,1,1,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1.00,0,0,,0,,not on scifinder,0,#REF!
P(transCrotyl)2Dur,00001249,C/C=C/CP(C/C=C/C)c1c(C)c(C)cc(C)c1C,C/C=C/CP(C/C=C/C)c1c(C)c(C)cc(C)c1C,0,2,C18H27P,274,46,5,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,0,,not on scifinder,0,#REF!
P(2Me4OMePh)2(O4MePh),00001250,COc1ccc(P(Oc2ccc(C)cc2)c2ccc(OC)cc2C)c(C)c1,COc1cc(C)c(P(Oc2ccc(C)cc2)c3c(C)cc(OC)cc3)cc1,0,2,C23H25O3P,380,52,6,,0,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,,0,0,0,,1,,not on scifinder,0,#REF!
P(CH2CH2CH2OH)2(O2MePh),00001251,Cc1ccccc1OP(CCCO)CCCO,OCCCP(CCCO)Oc1ccccc1C,0,2,C13H21O3P,256,38,8,,0,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,,0,0,0,,1,,not on scifinder,0,#REF!
"P(2,5Me2Ph)2(4(CH2CH2C8F17)Ph",00001252,Cc1ccc(C)c(P(c2ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)c2cc(C)ccc2C)c1,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCc1ccc(P(c2cc(C)ccc2C)c3cc(C)ccc3C)cc1)F)F)F)F)F)F)F)F,0,2,C32H26F17P,764,76,13,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,,0,0,0,,0,,not on scifinder,0,#REF!
P(CH2-3CNPh)2(O4CF3Ph),00001253,N#Cc1cccc(CP(Cc2cccc(C#N)c2)Oc2ccc(C(F)(F)F)cc2)c1,FC(F)(F)c1ccc(OP(Cc2cc(C#N)ccc2)Cc3cc(C#N)ccc3)cc1,0,2,C23H16F3N2OP,424,46,7,,0,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,,0,0,0,,1,,not on scifinder,0,#REF!
P(O4FPh)2(2iPr4OMePh),00001254,COc1ccc(P(Oc2ccc(F)cc2)Oc2ccc(F)cc2)c(C(C)C)c1,COc1cc(C(C)C)c(P(Oc2ccc(F)cc2)Oc3ccc(F)cc3)cc1,0,2,C22H21F2O3P,402,49,7,,0,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,,0,0,0,,1,,not on scifinder,0,#REF!
P(phen)2(OCH2CH2CN),00001255,N#CCCOP(c1cc2ccccc2c2ccccc12)c1cc2ccccc2c2ccccc12,N#CCCOP(c(cc1c2cccc1)c3c2cccc3)c(cc4c5cccc4)c6c5cccc6,0,2,C31H22NOP,455,56,5,,0,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,,0,0,0,,1,,not on scifinder,0,#REF!
P(4tBuPh)2CH2CH2CN,00001256,CC(C)(C)c1ccc(P(CCC#N)c2ccc(C(C)(C)C)cc2)cc1,CC(C)(C)c1ccc(P(CCC#N)c2ccc(C(C)(C)C)cc2)cc1,0,2,C23H30NP,351,55,6,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,0,,not on scifinder,0,#REF!
P(betaStyrenyl)2Bz,00001257,O=C(c1ccccc1)P(/C=C/c1ccccc1)/C=C/c1ccccc1,O=C(P(/C=C/c1ccccc1)/C=C/c2ccccc2)c3ccccc3,0,2,C23H19OP,342,44,6,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,0,,not on scifinder,0,#REF!
P(3Me4PhPh)2CH2OH,00001258,Cc1cc(P(CO)c2ccc(-c3ccccc3)c(C)c2)ccc1-c1ccccc1,Cc1cc(P(CO)c2ccc(-c3ccccc3)c(C)c2)ccc1-c1ccccc1,0,2,C27H25OP,396,54,5,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,0,,not on scifinder,0,#REF!
P(CH24NO2Ph)2(dibenzocyheptatrien),00001259,O=[N+]([O-])c1ccc(CP(Cc2ccc([N+](=O)[O-])cc2)C2c3ccccc3C=Cc3ccccc32)cc1,O=[N+]([O-])c1ccc(CP(C2c3c(C=Cc4c2cccc4)cccc3)Cc5ccc([N+]([O-])=O)cc5)cc1,0,2,C29H23N2O4P,494,59,7,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,0,,not on scifinder,0,#REF!
P(2Benzofuryl)2(O2ClPh),00001260,Clc1ccccc1OP(c1ccc2c(c1)OCO2)c1ccc2c(c1)OCO2,Clc1c(OP(c2cc(OCO3)c3cc2)c4cc(OCO5)c5cc4)cccc1,0,2,C20H14ClO5P,401,41,4,,0,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,,0,0,0,,1,,not on scifinder,0,#REF!
P(4OiPrPh)3,00001261,CC(C)Oc1ccc(P(c2ccc(OC(C)C)cc2)c2ccc(OC(C)C)cc2)cc1,CC(C)OC(C=C1)=CC=C1P(C2=CC=C(C=C2)OC(C)C)C3=CC=C(OC(C)C)C=C3,0,1,C27H33O3P,437,64,9,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,,0,0,0,,0,,1353247-58-1,0,#REF!
P(4OCF3Ph)3,00001262,FC(F)(F)Oc1ccc(P(c2ccc(OC(F)(F)F)cc2)c2ccc(OC(F)(F)F)cc2)cc1,FC(F)(F)OC(C=C1)=CC=C1P(C2=CC=C(C=C2)OC(F)(F)F)C3=CC=C(OC(F)(F)F)C=C3,0,1,C21H12F9O3P,514,46,9,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,,0,0,0,,0,,2024-29-5,0,#REF!
P(2EtPh)(4OtBuPh)2,00001263,CCc1ccccc1P(c1ccc(OC(C)(C)C)cc1)c1ccc(OC(C)(C)C)cc1,CCC1=C(P(C2=CC=C(OC(C)(C)C)C=C2)C3=CC=C(OC(C)(C)C)C=C3)C=CC=C1,0,2,C28H35O2P,435,66,8,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,,0,0,0,,0,,not on scifinder,0,#REF!
"P(3,5OMe2Ph)2(2Me4NMePh)",00001264,COc1cc(OC)cc(P(c2cc(OC)cc(OC)c2)c2ccc(N(C)C)cc2C)c1,CC1=C(P(C2=CC(OC)=CC(OC)=C2)C3=CC(OC)=CC(OC)=C3)C=CC(N(C)C)=C1,0,2,C25H30NO4P,439,61,8,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,,0,0,0,,0,,not on scifinder,0,#REF!
"P(5MeFur-2-yl)2(2,4Me2Ph)",00001265,Cc1ccc(P(c2ccc(C)o2)c2ccc(C)o2)c(C)c1,CC1=C(P(c2oc(C)cc2)c3oc(C)cc3)C=CC(C)=C1,0,2,C18H19O2P,298,40,3,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,0,,not on scifinder,0,#REF!
P(2Me4FPh)pyrrolidinyl2,00001266,Cc1cc(F)ccc1P(N1CCCC1)N1CCCC1,CC1=C(P(N2CCCC2)N3CCCC3)C=CC(F)=C1,0,2,C15H22FN2P,280,41,3,,0,0,,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,,0,0,0,,6,,not on scifinder,0,#REF!
"P(2Me4CF3Ph)(3,4-OCH2CH2O-Ph)2",00001267,Cc1cc(C(F)(F)F)ccc1P(c1ccc2c(c1)OCCO2)c1ccc2c(c1)OCCO2,CC1=C(P(C2=CC=C(OCCO3)C3=C2)C4=CC=C(OCCO5)C5=C4)C=CC(C(F)(F)F)=C1,0,2,C24H20F3O4P,460,52,4,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,,0,0,0,,0,,not on scifinder,0,#REF!
P(2BnPh)(4NO2Ph)2,00001268,O=[N+]([O-])c1ccc(P(c2ccc([N+](=O)[O-])cc2)c2ccccc2Cc2ccccc2)cc1,O=[N+](c1ccc(P(c2ccc([N+]([O-])=O)cc2)C3=C(CC4=CC=CC=C4)C=CC=C3)cc1)[O-],0,2,C25H19N2O4P,442,51,7,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,,0,0,0,,0,,not on scifinder,0,#REF!
P(3PhPh)2(Cumyl),00001269,CC(C)(c1ccccc1)P(c1cccc(-c2ccccc2)c1)c1cccc(-c2ccccc2)c1,CC(P(c1cc(c2ccccc2)ccc1)c3cc(c4ccccc4)ccc3)(c5ccccc5)C,0,2,C33H29P,457,63,6,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,0,,not on scifinder,0,#REF!
P(2iPrPh)(OCH2tBu)2,00001270,CC(C)c1ccccc1P(OCC(C)(C)C)OCC(C)(C)C,CC(c1c(P(OCC(C)(C)C)OCC(C)(C)C)cccc1)C,0,2,C19H33O2P,324,55,8,,0,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,,0,0,0,,1,,not on scifinder,0,#REF!
POct(NiBu2)2,00001271,CCCCCCCCP(N(CC(C)C)CC(C)C)N(CC(C)C)CC(C)C,CCCCCCCCP(N(CC(C)C)CC(C)C)N(CC(C)C)CC(C)C,0,2,C24H53N2P,401,80,17,,0,0,,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,,0,0,0,,6,,not on scifinder,0,#REF!
"P(2,6Me2 4OMe Ph)(OiBu)2",00001272,COc1cc(C)c(P(OCC(C)C)OCC(C)C)c(C)c1,COc1cc(C)c(P(OCC(C)C)OCC(C)C)c(C)c1,0,2,C17H29O3P,312,50,8,,0,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,,0,0,0,,1,,not on scifinder,0,#REF!
"P(2,4CF32Ph)prenyl2",00001273,CC(C)=CCP(CC=C(C)C)c1ccc(C(F)(F)F)cc1C(F)(F)F,FC(F)(c1cc(C(F)(F)F)c(P(C/C=C(C)/C)C/C=C(C)\C)cc1)F,0,2,C18H21F6P,382,46,7,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,0,,not on scifinder,0,#REF!
PAd2(26iPr2Ph),00001274,CC(c1cccc(c1P(C12CC3CC(C2)CC(C1)C3)C12CC3CC(C2)CC(C1)C3)C(C)C)C,CC(C)C1=C(C(C(C)C)=CC=C1)P([C@@]23C[C@H]4C[C@H](C[C@H](C4)C3)C2)[C@@]56C[C@H]7C[C@H](C[C@H](C7)C6)C5,0,2,C32H47P,463,80,5,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,0,,not on scifinder,0,#REF!
"P(26iPr2Ph)2(2,4,6-OMe3-Ph)",00001275,COc1cc(OC)c(P(c2c(C(C)C)cccc2C(C)C)c2c(C(C)C)cccc2C(C)C)c(OC)c1,CC(C)C1=C(C(C(C)C)=CC=C1)P(C2=C(C(C)C)C=CC=C2C(C)C)C3=C(OC)C=C(OC)C=C3OC,0,2,C33H45O3P,521,82,10,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,,0,0,0,,0,,not on scifinder,0,#REF!
AdCyBrettPhos (S),00001276,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C12CC3CC(C2)CC(C1)C3)C1CCCCC1)OC,CC(C)c1c(c2c(P(C34CC5CC(CC(C5)C4)C3)C6CCCCC6)c(OC)ccc2OC)c(C(C)C)cc(C(C)C)c1,0,3,C39H57O2P,589,99,9,,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,0,,2197989-24-3,1,1
P(O4tBuPh)3,00001277,CC(C)(C)c1ccc(OP(Oc2ccc(C(C)(C)C)cc2)Oc2ccc(C(C)(C)C)cc2)cc1,CC(C)(C)C(C=C1)=CC=C1OP(OC2=CC=C(C(C)(C)C)C=C2)OC3=CC=C(C(C)(C)C)C=C3,0,1,C30H39O3P,479,73,9,,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,,0,0,0,,2,,4235-89-6,1,#REF!
P(O35tBu2Ph)3,00001278,CC(C)(C)c1cc(OP(Oc2cc(C(C)(C)C)cc(C(C)(C)C)c2)Oc2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,CC(C)(C)C1=CC(C(C)(C)C)=CC(OP(OC2=CC(C(C)(C)C)=CC(C(C)(C)C)=C2)OC3=CC(C(C)(C)C)=CC(C(C)(C)C)=C3)=C1,0,1,C42H63O3P,647,109,12,,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,,0,0,0,,2,,31570-08-8,0,#REF!
YCNPCy2,00001279,N#C[C-](P(C1CCCCC1)C1CCCCC1)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,N#C[C-](P(C1CCCCC1)C2CCCCC2)[P+](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5,0,2,C32H37NP2,498,72,7,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,,0,0,1,,0,,2233600-81-0 (5 bonds to P),0,#REF!
YMePCy3,00001280,C[C-](P(C1CCCCC1)C1CCCCC1)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,C[C-](P(C1CCCCC1)C2CCCCC2)[P+](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5,0,2,C32H40P2,487,74,7,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,,0,0,1,,0,,2271028-96-5,0,#REF!
YTMSPCy2,00001281,C[Si](C)(C)[C-](P(C1CCCCC1)C1CCCCC1)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,C[Si](C)(C)[C-](P(C1CCCCC1)C2CCCCC2)[P+](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5,0,2,C34H46P2Si,545,83,8,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,,0,0,1,,0,,2233600-83-2 (5 bonds to P),0,#REF!
PPh2(6-(2-pyridone)),00001282,O=c1cccc(P(c2ccccc2)c2ccccc2)[nH]1,O=C1C=CC=C(N1)P(C2=CC=CC=C2)C3=CC=CC=C3,0,2,C17H14NOP,279,34,3,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,0,,64741-28-2,1,#REF!
PFMe2,00001283,CP(C)F,CP(C)F,0,2,C2H6FP,80,10,0,,0,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0,0,0,,7,,507-15-3,1,#REF!
PF2Me,00001284,CP(F)F,CP(F)F,0,2,CH3F2P,84,7,0,,0,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0,0,0,,7,,753-59-3,1,#REF!
PFEt2,00001285,CCP(F)CC,FP(CC)CC,0,2,C4H10FP,108,16,2,,0,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0,0,0,,7,,20472-48-4,0,#REF!
PF2Et,00001286,CCP(F)F,FP(F)CC,0,2,C2H5F2P,98,10,1,,0,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0,0,0,,7,,430-78-4,1,#REF!
PF2Ph,00001287,FP(F)c1ccccc1,FP(F)C1=CC=CC=C1,0,2,C6H5F2P,146,14,1,,0,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0,1,0,,7,,657-97-6,1,#REF!
PF2tBu,00001288,CC(C)(C)P(F)F,FP(F)C(C)(C)C,0,2,C4H9F2P,126,16,1,,0,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0,0,0,,7,,29149-32-4,1,#REF!
PF(NMe2)2,00001289,CN(C)P(F)N(C)C,FP(N(C)C)N(C)C,0,2,C4H12FN2P,138,20,2,,0,0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,,0,0,0,,7,,1735-82-6,1,#REF!
PF2(NMe2),00001290,CN(C)P(F)F,FP(F)N(C)C,0,2,C2H6F2NP,113,12,1,,0,0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,,0,0,0,,7,,814-97-1,1,#REF!
PF(Ome)2,00001291,COP(F)OC,FP(OC)OC,0,2,C2H6FO2P,112,12,2,,0,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,,0,0,0,,7,,1840-94-4,0,#REF!
PF2(Ome),00001292,COP(F)F,FP(F)OC,0,2,CH3F2OP,100,8,1,,0,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,,0,0,0,,7,,381-65-7,1,#REF!
PHF2,00001293,FPF,FP([H])F,0,2,F2HP,70,4,0,,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,,0,0,0,,7,,14984-74-8,1,#REF!
PH2F,00001294,FP,[H]P([H])F,0,2,FH2P,52,4,0,,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,,0,0,0,,7,,14500-81-3,1,#REF!
PHAd2,00001295,C1C2CC3CC1CC(C2)(C3)PC12CC3CC(C2)CC(C1)C3,[H]P(C1(C[C@@H]2C3)C[C@H](C2)C[C@H]3C1)C45C[C@@H](C6)C[C@@H](C[C@@H]6C5)C4,0,2,C20H31P,302,52,2,,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0,0,0,,7,,131211-27-3,1,1
PH2Ad,00001296,PC12CC3CC(C2)CC(C1)C3,[H]P([H])C12C[C@@H](C3)C[C@@H](C[C@@H]3C2)C1,0,2,C10H17P,168,28,0,,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0,0,0,,7,,23906-89-0,0,#REF!
PHtBu2,00001297,CC(C)(C)PC(C)(C)C,[H]P(C(C)(C)C)C(C)(C)C,0,2,C8H19P,146,28,2,,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0,0,0,,7,,819-19-2,1,1
PH2tBu,00001298,CC(C)(C)P,[H]P([H])C(C)(C)C,0,2,C4H11P,90,16,0,,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0,0,0,,7,,2501-94-2,1,1
PH3,00001299,P,[H]P([H])[H],0,1,H3P,34,4,0,,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0,0,0,,7,,7803-51-2,1,0
P(iPr)2/OPh,00001300,CC(C)P(c1ccc2ccccc2c1-c1c(Oc2ccccc2)ccc2ccccc12)C(C)C,CC(P(C1=C(C2=C(C=CC=C3)C3=CC=C2OC4=CC=CC=C4)C5=C(C=CC=C5)C=C1)C(C)C)C,0,2,C32H31OP,463,65,6,,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,1,0,0,,0,,not on scifinder,0,#REF!
P(Cyp)2/OPh,00001302,c1ccc(Oc2ccc3ccccc3c2-c2c(P(C3CCCC3)C3CCCC3)ccc3ccccc23)cc1,C1(C=CC=C2)=C2C(C3=C(C=CC=C4)C4=CC=C3OC5=CC=CC=C5)=C(P(C6CCCC6)C7CCCC7)C=C1,0,2,C36H35OP,515,73,6,,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,1,0,0,,0,,not on scifinder,0,#REF!
P(Cy)2/OPh,00001303,c1ccc(Oc2ccc3ccccc3c2-c2c(P(C3CCCCC3)C3CCCCC3)ccc3ccccc23)cc1,C1(C=CC=C2)=C2C(C3=C(C=CC=C4)C4=CC=C3OC5=CC=CC=C5)=C(P(C6CCCCC6)C7CCCCC7)C=C1,0,2,C38H39OP,543,79,6,,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,1,0,1,,0,,1443016-48-5,0,#REF!
P(Cyhp)2/Oph,00001304,c1ccc(Oc2ccc3ccccc3c2-c2c(P(C3CCCCCC3)C3CCCCCC3)ccc3ccccc23)cc1,C1(C=CC=C2)=C2C(C3=C(C=CC=C4)C4=CC=C3OC5=CC=CC=C5)=C(P(C6CCCCCC6)C7CCCCCC7)C=C1,0,2,C40H43OP,571,85,6,,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,1,0,0,,0,,not on scifinder,0,#REF!
P(iPent)2/OPh,00001305,CCC(CC)P(c1ccc2ccccc2c1-c1c(Oc2ccccc2)ccc2ccccc12)C(CC)CC,CCC(CC)P(C(CC)CC)C1=C(C2=C(C=CC=C3)C3=CC=C2OC4=CC=CC=C4)C5=C(C=CC=C5)C=C1,0,2,C36H39OP,519,77,10,,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,1,0,0,,0,,not on scifinder,0,#REF!
P(nBu)2/OPh,00001306,CCCCP(CCCC)c1ccc2ccccc2c1-c1c(Oc2ccccc2)ccc2ccccc12,CCCCP(C1=C(C2=C(C=CC=C3)C3=CC=C2OC4=CC=CC=C4)C5=C(C=CC=C5)C=C1)CCCC,0,2,C34H35OP,491,71,10,,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,1,0,0,,0,,not on scifinder,0,#REF!
(CF3)2Ar/P(iPr)2/OPh,00001307,CC(C)P(c1ccc2cc(C(F)(F)F)ccc2c1-c1c(Oc2ccccc2)ccc2cc(C(F)(F)F)ccc12)C(C)C,CC(P(C1=C(C2=C(C=CC(C(F)(F)F)=C3)C3=CC=C2OC4=CC=CC=C4)C5=C(C=C(C(F)(F)F)C=C5)C=C1)C(C)C)C,0,2,C34H29F6OP,599,71,8,,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,1,0,0,,0,,not on scifinder,0,#REF!
(Ph)2Ar/P(iPr)2/OPh,00001308,CC(C)P(c1ccc2cc(-c3ccccc3)ccc2c1-c1c(Oc2ccccc2)ccc2cc(-c3ccccc3)ccc12)C(C)C,CC(P(C1=C(C2=C(C=CC(C3=CC=CC=C3)=C4)C4=CC=C2OC5=CC=CC=C5)C6=C(C=C(C7=CC=CC=C7)C=C6)C=C1)C(C)C)C,0,2,C44H39OP,615,85,8,,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,1,0,0,,0,,not on scifinder,0,#REF!
(OMe)2Ar/P(iPr)2/OPh,00001309,COc1ccc2c(-c3c(P(C(C)C)C(C)C)ccc4cc(OC)ccc34)c(Oc3ccccc3)ccc2c1,CC(P(C1=C(C2=C(C=CC(OC)=C3)C3=CC=C2OC4=CC=CC=C4)C5=C(C=C(OC)C=C5)C=C1)C(C)C)C,0,2,C34H35O3P,523,73,8,,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,1,0,0,,0,,not on scifinder,0,#REF!
(OPh)2Ar/P(Cyp)2/OPh,00001310,c1ccc(Oc2ccc3c(-c4c(P(C5CCCC5)C5CCCC5)ccc5cc(Oc6ccccc6)ccc45)c(Oc4ccccc4)ccc3c2)cc1,C1(C=C(OC2=CC=CC=C2)C=C3)=C3C(C4=C(C=CC(OC5=CC=CC=C5)=C6)C6=CC=C4OC7=CC=CC=C7)=C(P(C8CCCC8)C9CCCC9)C=C1,0,2,C48H43O3P,699,95,10,,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,1,0,0,,0,,not on scifinder,0,#REF!
P(iPr)2/OPh/Ph,00001311,CC(C)P(c1ccc2ccccc2c1-c1c(Oc2ccccc2)c(-c2ccccc2)cc2ccccc12)C(C)C,CC(P(C1=C(C2=C(C=CC=C3)C3=CC(C4=CC=CC=C4)=C2OC5=CC=CC=C5)C6=C(C=CC=C6)C=C1)C(C)C)C,0,2,C38H35OP,539,75,7,,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,1,0,0,,0,,not on scifinder,0,#REF!
P(iPr)2/OPh/Ome,00001312,COc1cc2ccccc2c(-c2c(P(C(C)C)C(C)C)ccc3ccccc23)c1Oc1ccccc1,CC(P(C1=C(C2=C(C=CC=C3)C3=CC(OC)=C2OC4=CC=CC=C4)C5=C(C=CC=C5)C=C1)C(C)C)C,0,2,C33H33O2P,493,69,7,,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,1,0,0,,0,,not on scifinder,0,#REF!
P(iPr)2/OMes,00001313,Cc1cc(C)c(Oc2ccc3ccccc3c2-c2c(P(C(C)C)C(C)C)ccc3ccccc23)c(C)c1,CC(P(C1=C(C2=C(C=CC=C3)C3=CC=C2OC4=C(C)C=C(C)C=C4C)C5=C(C=CC=C5)C=C1)C(C)C)C,0,2,C35H37OP,505,74,6,,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,1,0,0,,0,,not on scifinder,0,#REF!
"P(iPr)2/O(3,5-MePh)",00001314,Cc1cc(C)cc(Oc2ccc3ccccc3c2-c2c(P(C(C)C)C(C)C)ccc3ccccc23)c1,CC1=CC(OC2=CC=C3C(C=CC=C3)=C2C4=C(P(C(C)C)C(C)C)C=CC5=C4C=CC=C5)=CC(C)=C1,0,2,C34H35OP,491,71,6,,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,1,0,0,,0,,not on scifinder,0,#REF!
